"","model","testletid","itemid","alphabet","A","B","C","D","item_prompt","response","cleaned_response","correct_response","correct","stringdist","model_short","participant_id","participant_group","exclude","exclude_comment"
"107","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",10,1003,"Latin","e f","e h","i j","i l","If e f changes to e h, what does i j change to ?","i l","i l","i l",1,0,"Llama-3.1 405B","Llama-3.1 405B_10","Llama-3.1 405B",NA,NA
"108","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",10,1004,"Latin","c d","c e e","h i","h j j","If c d changes to c e e, what does h i change to ?","h j j","h j j","h j j",1,0,"Llama-3.1 405B","Llama-3.1 405B_10","Llama-3.1 405B",NA,NA
"109","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",10,1005,"Latin","f g","e g","m m n n","l l n n","If f g changes to e g, what does m m n n change to ?","l m n n","l m n n","l l n n",0,1,"Llama-3.1 405B","Llama-3.1 405B_10","Llama-3.1 405B",NA,NA
"110","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",10,1001,"Greek","epsilon zeta","epsilon eta","iota kappa","iota lambda","If epsilon zeta changes to epsilon eta, what does iota kappa change to ?","iota lambda","iota lambda","iota lambda",1,0,"Llama-3.1 405B","Llama-3.1 405B_10","Llama-3.1 405B",NA,NA
"111","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",10,1002,"Greek","gamma delta","gamma gamma epsilon epsilon","kappa lambda","kappa kappa mu mu","If gamma delta changes to gamma gamma epsilon epsilon, what does kappa lambda change to ?","kappa kappa mu mu","kappa kappa mu mu","kappa kappa mu mu",1,0,"Llama-3.1 405B","Llama-3.1 405B_10","Llama-3.1 405B",NA,NA
"112","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",10,1003,"Greek","gamma delta","gamma zeta","eta theta","eta kappa","If gamma delta changes to gamma zeta, what does eta theta change to ?","eta iota","eta iota","eta kappa",0,1,"Llama-3.1 405B","Llama-3.1 405B_10","Llama-3.1 405B",NA,NA
"113","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",10,1004,"Greek","epsilon zeta","epsilon eta eta","kappa lambda","kappa mu mu","If epsilon zeta changes to epsilon eta eta, what does kappa lambda change to ?","kappa lambda lambda","kappa lambda lambda","kappa mu mu",0,2,"Llama-3.1 405B","Llama-3.1 405B_10","Llama-3.1 405B",NA,NA
"114","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",10,1005,"Greek","epsilon zeta","delta zeta","iota iota kappa kappa","theta theta kappa kappa","If epsilon zeta changes to delta zeta, what does iota iota kappa kappa change to ?","theta iota kappa kappa","theta iota kappa kappa","theta theta kappa kappa",0,1,"Llama-3.1 405B","Llama-3.1 405B_10","Llama-3.1 405B",NA,NA
"115","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",10,1001,"Symbol","! ^","! #","$ {","$ =","If ! ^ changes to ! #, what does $ { change to ?","$ =","$ =","$ =",1,0,"Llama-3.1 405B","Llama-3.1 405B_10","Llama-3.1 405B",NA,NA
"116","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",10,1002,"Symbol","% !","% % ^ ^","= :","= = ) )","If % ! changes to % % ^ ^, what does = : change to ?","= = ) )","= = ) )","= = ) )",1,0,"Llama-3.1 405B","Llama-3.1 405B_10","Llama-3.1 405B",NA,NA
"117","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",10,1003,"Symbol","! ^","! ~","^ #","^ $","If ! ^ changes to ! ~, what does ^ # change to ?","^ ~","^ ~","^ $",0,1,"Llama-3.1 405B","Llama-3.1 405B_10","Llama-3.1 405B",NA,NA
"118","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",10,1004,"Symbol","! ^","! # #","$ {","$ = =","If ! ^ changes to ! # #, what does $ { change to ?","$ = =","$ = =","$ = =",1,0,"Llama-3.1 405B","Llama-3.1 405B_10","Llama-3.1 405B",NA,NA
"119","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",10,1005,"Symbol","# ~","^ ~","= = : :","{ { : :","If # ~ changes to ^ ~, what does = = : : change to ?",") = : :",") = : :","{ { : :",0,2,"Llama-3.1 405B","Llama-3.1 405B_10","Llama-3.1 405B",NA,NA
"120","google/gemma-2-27b-it",10,101,"Latin","a","b","j","k","If a changes to b, what does j change to ?","k","k","k",1,0,"Gemma-2 27B","Gemma-2 27B_10","Gemma-2 27B",NA,NA
"121","google/gemma-2-27b-it",10,102,"Latin","c d","c d d","j k","j k k","If c d changes to c d d, what does j k change to ?","j k k 
","j k k","j k k",1,0,"Gemma-2 27B","Gemma-2 27B_10","Gemma-2 27B",NA,NA
"122","google/gemma-2-27b-it",10,1001,"Latin","d e","d f","h i","h j","If d e changes to d f, what does h i change to ?","h k 
","h k","h j",0,1,"Gemma-2 27B","Gemma-2 27B_10","Gemma-2 27B",NA,NA
"123","google/gemma-2-27b-it",10,1002,"Latin","c d","c c e e","m n","m m o o","If c d changes to c c e e, what does m n change to ?","m m o o 
","m m o o","m m o o",1,0,"Gemma-2 27B","Gemma-2 27B_10","Gemma-2 27B",NA,NA
"124","google/gemma-2-27b-it",10,1003,"Latin","e f","e h","i j","i l","If e f changes to e h, what does i j change to ?","i l 
","i l","i l",1,0,"Gemma-2 27B","Gemma-2 27B_10","Gemma-2 27B",NA,NA
"125","google/gemma-2-27b-it",10,1004,"Latin","c d","c e e","h i","h j j","If c d changes to c e e, what does h i change to ?","h j j 
","h j j","h j j",1,0,"Gemma-2 27B","Gemma-2 27B_10","Gemma-2 27B",NA,NA
"126","google/gemma-2-27b-it",10,1005,"Latin","f g","e g","m m n n","l l n n","If f g changes to e g, what does m m n n change to ?","e e n n 
","e e n n","l l n n",0,2,"Gemma-2 27B","Gemma-2 27B_10","Gemma-2 27B",NA,NA
"127","google/gemma-2-27b-it",10,1001,"Greek","epsilon zeta","epsilon eta","iota kappa","iota lambda","If epsilon zeta changes to epsilon eta, what does iota kappa change to ?","iota lambda 
","iota lambda","iota lambda",1,0,"Gemma-2 27B","Gemma-2 27B_10","Gemma-2 27B",NA,NA
"128","google/gemma-2-27b-it",10,1002,"Greek","gamma delta","gamma gamma epsilon epsilon","kappa lambda","kappa kappa mu mu","If gamma delta changes to gamma gamma epsilon epsilon, what does kappa lambda change to ?","kappa lambda epsilon epsilon 
","kappa lambda epsilon epsilon","kappa kappa mu mu",0,3,"Gemma-2 27B","Gemma-2 27B_10","Gemma-2 27B",NA,NA
"129","google/gemma-2-27b-it",10,1003,"Greek","gamma delta","gamma zeta","eta theta","eta kappa","If gamma delta changes to gamma zeta, what does eta theta change to ?","eta phi 
","eta phi","eta kappa",0,1,"Gemma-2 27B","Gemma-2 27B_10","Gemma-2 27B",NA,NA
"130","google/gemma-2-27b-it",10,1004,"Greek","epsilon zeta","epsilon eta eta","kappa lambda","kappa mu mu","If epsilon zeta changes to epsilon eta eta, what does kappa lambda change to ?","kappa lambda lambda 
","kappa lambda lambda","kappa mu mu",0,2,"Gemma-2 27B","Gemma-2 27B_10","Gemma-2 27B",NA,NA
"131","google/gemma-2-27b-it",10,1005,"Greek","epsilon zeta","delta zeta","iota iota kappa kappa","theta theta kappa kappa","If epsilon zeta changes to delta zeta, what does iota iota kappa kappa change to ?","delta delta kappa kappa 
","delta delta kappa kappa","theta theta kappa kappa",0,2,"Gemma-2 27B","Gemma-2 27B_10","Gemma-2 27B",NA,NA
"132","google/gemma-2-27b-it",10,1001,"Symbol","! ^","! #","$ {","$ =","If ! ^ changes to ! #, what does $ { change to ?","$ =","$ =","$ =",1,0,"Gemma-2 27B","Gemma-2 27B_10","Gemma-2 27B",NA,NA
"133","google/gemma-2-27b-it",10,1002,"Symbol","% !","% % ^ ^","= :","= = ) )","If % ! changes to % % ^ ^, what does = : change to ?","= = ^ ^ 
","= = ^ ^","= = ) )",0,2,"Gemma-2 27B","Gemma-2 27B_10","Gemma-2 27B",NA,NA
"134","google/gemma-2-27b-it",10,1003,"Symbol","! ^","! ~","^ #","^ $","If ! ^ changes to ! ~, what does ^ # change to ?","~ # 
","~ #","^ $",0,2,"Gemma-2 27B","Gemma-2 27B_10","Gemma-2 27B",NA,NA
"135","google/gemma-2-27b-it",10,1004,"Symbol","! ^","! # #","$ {","$ = =","If ! ^ changes to ! # #, what does $ { change to ?","$ = =","$ = =","$ = =",1,0,"Gemma-2 27B","Gemma-2 27B_10","Gemma-2 27B",NA,NA
"136","google/gemma-2-27b-it",10,1005,"Symbol","# ~","^ ~","= = : :","{ { : :","If # ~ changes to ^ ~, what does = = : : change to ?","^ ^ : : 
","^ ^ : :","{ { : :",0,2,"Gemma-2 27B","Gemma-2 27B_10","Gemma-2 27B",NA,NA
"137","claude-3-5-sonnet-20241022",11,101,"Latin","a","b","j","k","If a changes to b, what does j change to ?","k","k","k",1,0,"Claude-3.5","Claude-3.5_11","Claude-3.5",NA,NA
"138","claude-3-5-sonnet-20241022",11,102,"Latin","c d","c d d","j k","j k k","If c d changes to c d d, what does j k change to ?","j k k","j k k","j k k",1,0,"Claude-3.5","Claude-3.5_11","Claude-3.5",NA,NA
"139","claude-3-5-sonnet-20241022",11,1001,"Latin","c d","c e","g h","g i","If c d changes to c e, what does g h change to ?","g i","g i","g i",1,0,"Claude-3.5","Claude-3.5_11","Claude-3.5",NA,NA
"140","claude-3-5-sonnet-20241022",11,1002,"Latin","e f","e e g g","k l","k k m m","If e f changes to e e g g, what does k l change to ?","k k m m","k k m m","k k m m",1,0,"Claude-3.5","Claude-3.5_11","Claude-3.5",NA,NA
"141","claude-3-5-sonnet-20241022",11,1003,"Latin","e f","e h","i j","i l","If e f changes to e h, what does i j change to ?","i l","i l","i l",1,0,"Claude-3.5","Claude-3.5_11","Claude-3.5",NA,NA
"142","claude-3-5-sonnet-20241022",11,1004,"Latin","c d","c e e","h i","h j j","If c d changes to c e e, what does h i change to ?","h j j","h j j","h j j",1,0,"Claude-3.5","Claude-3.5_11","Claude-3.5",NA,NA
"143","claude-3-5-sonnet-20241022",11,1005,"Latin","f g","e g","m m n n","l l n n","If f g changes to e g, what does m m n n change to ?","l m m n","l m m n","l l n n",0,2,"Claude-3.5","Claude-3.5_11","Claude-3.5",NA,NA
"144","claude-3-5-sonnet-20241022",11,1001,"Greek","delta epsilon","delta zeta","theta iota","theta kappa","If delta epsilon changes to delta zeta, what does theta iota change to ?","theta kappa","theta kappa","theta kappa",1,0,"Claude-3.5","Claude-3.5_11","Claude-3.5",NA,NA
"145","claude-3-5-sonnet-20241022",11,1002,"Greek","delta epsilon","delta delta zeta zeta","kappa lambda","kappa kappa mu mu","If delta epsilon changes to delta delta zeta zeta, what does kappa lambda change to ?","kappa kappa mu mu","kappa kappa mu mu","kappa kappa mu mu",1,0,"Claude-3.5","Claude-3.5_11","Claude-3.5",NA,NA
"146","claude-3-5-sonnet-20241022",11,1003,"Greek","gamma delta","gamma zeta","eta theta","eta kappa","If gamma delta changes to gamma zeta, what does eta theta change to ?","eta theta iota","eta theta iota","eta kappa",0,2,"Claude-3.5","Claude-3.5_11","Claude-3.5",NA,NA
"147","claude-3-5-sonnet-20241022",11,1004,"Greek","epsilon zeta","epsilon eta eta","kappa lambda","kappa mu mu","If epsilon zeta changes to epsilon eta eta, what does kappa lambda change to ?","kappa mu mu","kappa mu mu","kappa mu mu",1,0,"Claude-3.5","Claude-3.5_11","Claude-3.5",NA,NA
"148","claude-3-5-sonnet-20241022",11,1005,"Greek","epsilon zeta","delta zeta","iota iota kappa kappa","theta theta kappa kappa","If epsilon zeta changes to delta zeta, what does iota iota kappa kappa change to ?","theta theta kappa kappa","theta theta kappa kappa","theta theta kappa kappa",1,0,"Claude-3.5","Claude-3.5_11","Claude-3.5",NA,NA
"149","claude-3-5-sonnet-20241022",11,1001,"Symbol","% !","% ^","~ $","~ {","If % ! changes to % ^, what does ~ $ change to ?","~ {","~ {","~ {",1,0,"Claude-3.5","Claude-3.5_11","Claude-3.5",NA,NA
"150","claude-3-5-sonnet-20241022",11,1002,"Symbol","! ^","! ! # #","~ $","~ ~ { {","If ! ^ changes to ! ! # #, what does ~ $ change to ?","~ ~ : :","~ ~ : :","~ ~ { {",0,2,"Claude-3.5","Claude-3.5_11","Claude-3.5",NA,NA
"151","claude-3-5-sonnet-20241022",11,1003,"Symbol","! ^","! ~","^ #","^ $","If ! ^ changes to ! ~, what does ^ # change to ?","^ $","^ $","^ $",1,0,"Claude-3.5","Claude-3.5_11","Claude-3.5",NA,NA
"152","claude-3-5-sonnet-20241022",11,1004,"Symbol","! ^","! # #","$ {","$ = =","If ! ^ changes to ! # #, what does $ { change to ?","$ : :","$ : :","$ = =",0,2,"Claude-3.5","Claude-3.5_11","Claude-3.5",NA,NA
"153","claude-3-5-sonnet-20241022",11,1005,"Symbol","# ~","^ ~","= = : :","{ { : :","If # ~ changes to ^ ~, what does = = : : change to ?","^ ^ ~ ~","^ ^ ~ ~","{ { : :",0,4,"Claude-3.5","Claude-3.5_11","Claude-3.5",NA,NA
"154","gpt-4o-2024-08-06",11,101,"Latin","a","b","j","k","If a changes to b, what does j change to ?","k","k","k",1,0,"GPT-4o","GPT-4o_11","GPT-4o",NA,NA
"155","gpt-4o-2024-08-06",11,102,"Latin","c d","c d d","j k","j k k","If c d changes to c d d, what does j k change to ?","j k k","j k k","j k k",1,0,"GPT-4o","GPT-4o_11","GPT-4o",NA,NA
"156","gpt-4o-2024-08-06",11,1001,"Latin","c d","c e","g h","g i","If c d changes to c e, what does g h change to ?","g i","g i","g i",1,0,"GPT-4o","GPT-4o_11","GPT-4o",NA,NA
"157","gpt-4o-2024-08-06",11,1002,"Latin","e f","e e g g","k l","k k m m","If e f changes to e e g g, what does k l change to ?","k k m m","k k m m","k k m m",1,0,"GPT-4o","GPT-4o_11","GPT-4o",NA,NA
"158","gpt-4o-2024-08-06",11,1003,"Latin","e f","e h","i j","i l","If e f changes to e h, what does i j change to ?","i l","i l","i l",1,0,"GPT-4o","GPT-4o_11","GPT-4o",NA,NA
"159","gpt-4o-2024-08-06",11,1004,"Latin","c d","c e e","h i","h j j","If c d changes to c e e, what does h i change to ?","h j j","h j j","h j j",1,0,"GPT-4o","GPT-4o_11","GPT-4o",NA,NA
"160","gpt-4o-2024-08-06",11,1005,"Latin","f g","e g","m m n n","l l n n","If f g changes to e g, what does m m n n change to ?","l m m n","l m m n","l l n n",0,2,"GPT-4o","GPT-4o_11","GPT-4o",NA,NA
"161","gpt-4o-2024-08-06",11,1001,"Greek","delta epsilon","delta zeta","theta iota","theta kappa","If delta epsilon changes to delta zeta, what does theta iota change to ?","theta lambda","theta lambda","theta kappa",0,1,"GPT-4o","GPT-4o_11","GPT-4o",NA,NA
"162","gpt-4o-2024-08-06",11,1002,"Greek","delta epsilon","delta delta zeta zeta","kappa lambda","kappa kappa mu mu","If delta epsilon changes to delta delta zeta zeta, what does kappa lambda change to ?","kappa kappa zeta zeta lambda lambda","kappa kappa zeta zeta lambda lambda","kappa kappa mu mu",0,4,"GPT-4o","GPT-4o_11","GPT-4o",NA,NA
"163","gpt-4o-2024-08-06",11,1003,"Greek","gamma delta","gamma zeta","eta theta","eta kappa","If gamma delta changes to gamma zeta, what does eta theta change to ?","eta iota","eta iota","eta kappa",0,1,"GPT-4o","GPT-4o_11","GPT-4o",NA,NA
"164","gpt-4o-2024-08-06",11,1004,"Greek","epsilon zeta","epsilon eta eta","kappa lambda","kappa mu mu","If epsilon zeta changes to epsilon eta eta, what does kappa lambda change to ?","kappa mu mu","kappa mu mu","kappa mu mu",1,0,"GPT-4o","GPT-4o_11","GPT-4o",NA,NA
"165","gpt-4o-2024-08-06",11,1005,"Greek","epsilon zeta","delta zeta","iota iota kappa kappa","theta theta kappa kappa","If epsilon zeta changes to delta zeta, what does iota iota kappa kappa change to ?","delta delta kappa kappa","delta delta kappa kappa","theta theta kappa kappa",0,2,"GPT-4o","GPT-4o_11","GPT-4o",NA,NA
"166","gpt-4o-2024-08-06",11,1001,"Symbol","% !","% ^","~ $","~ {","If % ! changes to % ^, what does ~ $ change to ?","~ {","~ {","~ {",1,0,"GPT-4o","GPT-4o_11","GPT-4o",NA,NA
"167","gpt-4o-2024-08-06",11,1002,"Symbol","! ^","! ! # #","~ $","~ ~ { {","If ! ^ changes to ! ! # #, what does ~ $ change to ?","~ ~ { {","~ ~ { {","~ ~ { {",1,0,"GPT-4o","GPT-4o_11","GPT-4o",NA,NA
"168","gpt-4o-2024-08-06",11,1003,"Symbol","! ^","! ~","^ #","^ $","If ! ^ changes to ! ~, what does ^ # change to ?","^ ~","^ ~","^ $",0,1,"GPT-4o","GPT-4o_11","GPT-4o",NA,NA
"169","gpt-4o-2024-08-06",11,1004,"Symbol","! ^","! # #","$ {","$ = =","If ! ^ changes to ! # #, what does $ { change to ?","$ # # {","$ # # {","$ = =",0,3,"GPT-4o","GPT-4o_11","GPT-4o",NA,NA
"170","gpt-4o-2024-08-06",11,1005,"Symbol","# ~","^ ~","= = : :","{ { : :","If # ~ changes to ^ ~, what does = = : : change to ?","^ ^ : :","^ ^ : :","{ { : :",0,2,"GPT-4o","GPT-4o_11","GPT-4o",NA,NA
"171","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",11,101,"Latin","a","b","j","k","If a changes to b, what does j change to ?","k","k","k",1,0,"Llama-3.1 405B","Llama-3.1 405B_11","Llama-3.1 405B",NA,NA
"172","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",11,102,"Latin","c d","c d d","j k","j k k","If c d changes to c d d, what does j k change to ?","j k k","j k k","j k k",1,0,"Llama-3.1 405B","Llama-3.1 405B_11","Llama-3.1 405B",NA,NA
"173","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",11,1001,"Latin","c d","c e","g h","g i","If c d changes to c e, what does g h change to ?","g i","g i","g i",1,0,"Llama-3.1 405B","Llama-3.1 405B_11","Llama-3.1 405B",NA,NA
"174","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",11,1002,"Latin","e f","e e g g","k l","k k m m","If e f changes to e e g g, what does k l change to ?","k k m m","k k m m","k k m m",1,0,"Llama-3.1 405B","Llama-3.1 405B_11","Llama-3.1 405B",NA,NA
"175","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",11,1003,"Latin","e f","e h","i j","i l","If e f changes to e h, what does i j change to ?","i l","i l","i l",1,0,"Llama-3.1 405B","Llama-3.1 405B_11","Llama-3.1 405B",NA,NA
"176","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",11,1004,"Latin","c d","c e e","h i","h j j","If c d changes to c e e, what does h i change to ?","h j j","h j j","h j j",1,0,"Llama-3.1 405B","Llama-3.1 405B_11","Llama-3.1 405B",NA,NA
"177","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",11,1005,"Latin","f g","e g","m m n n","l l n n","If f g changes to e g, what does m m n n change to ?","l m n n","l m n n","l l n n",0,1,"Llama-3.1 405B","Llama-3.1 405B_11","Llama-3.1 405B",NA,NA
"178","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",11,1001,"Greek","delta epsilon","delta zeta","theta iota","theta kappa","If delta epsilon changes to delta zeta, what does theta iota change to ?","theta kappa","theta kappa","theta kappa",1,0,"Llama-3.1 405B","Llama-3.1 405B_11","Llama-3.1 405B",NA,NA
"179","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",11,1002,"Greek","delta epsilon","delta delta zeta zeta","kappa lambda","kappa kappa mu mu","If delta epsilon changes to delta delta zeta zeta, what does kappa lambda change to ?","kappa kappa mu mu","kappa kappa mu mu","kappa kappa mu mu",1,0,"Llama-3.1 405B","Llama-3.1 405B_11","Llama-3.1 405B",NA,NA
"180","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",11,1003,"Greek","gamma delta","gamma zeta","eta theta","eta kappa","If gamma delta changes to gamma zeta, what does eta theta change to ?","eta kappa","eta kappa","eta kappa",1,0,"Llama-3.1 405B","Llama-3.1 405B_11","Llama-3.1 405B",NA,NA
"181","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",11,1004,"Greek","epsilon zeta","epsilon eta eta","kappa lambda","kappa mu mu","If epsilon zeta changes to epsilon eta eta, what does kappa lambda change to ?","kappa mu mu","kappa mu mu","kappa mu mu",1,0,"Llama-3.1 405B","Llama-3.1 405B_11","Llama-3.1 405B",NA,NA
"182","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",11,1005,"Greek","epsilon zeta","delta zeta","iota iota kappa kappa","theta theta kappa kappa","If epsilon zeta changes to delta zeta, what does iota iota kappa kappa change to ?","eta eta kappa kappa","eta eta kappa kappa","theta theta kappa kappa",0,2,"Llama-3.1 405B","Llama-3.1 405B_11","Llama-3.1 405B",NA,NA
"183","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",11,1001,"Symbol","% !","% ^","~ $","~ {","If % ! changes to % ^, what does ~ $ change to ?","~ #","~ #","~ {",0,1,"Llama-3.1 405B","Llama-3.1 405B_11","Llama-3.1 405B",NA,NA
"184","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",11,1002,"Symbol","! ^","! ! # #","~ $","~ ~ { {","If ! ^ changes to ! ! # #, what does ~ $ change to ?","~ ~ # #","~ ~ # #","~ ~ { {",0,2,"Llama-3.1 405B","Llama-3.1 405B_11","Llama-3.1 405B",NA,NA
"185","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",11,1003,"Symbol","! ^","! ~","^ #","^ $","If ! ^ changes to ! ~, what does ^ # change to ?","^ ~","^ ~","^ $",0,1,"Llama-3.1 405B","Llama-3.1 405B_11","Llama-3.1 405B",NA,NA
"186","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",11,1004,"Symbol","! ^","! # #","$ {","$ = =","If ! ^ changes to ! # #, what does $ { change to ?","$ ~ ~","$ ~ ~","$ = =",0,2,"Llama-3.1 405B","Llama-3.1 405B_11","Llama-3.1 405B",NA,NA
"187","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",11,1005,"Symbol","# ~","^ ~","= = : :","{ { : :","If # ~ changes to ^ ~, what does = = : : change to ?","$ $ { {","$ $ { {","{ { : :",0,4,"Llama-3.1 405B","Llama-3.1 405B_11","Llama-3.1 405B",NA,NA
"188","google/gemma-2-27b-it",11,101,"Latin","a","b","j","k","If a changes to b, what does j change to ?","k","k","k",1,0,"Gemma-2 27B","Gemma-2 27B_11","Gemma-2 27B",NA,NA
"189","google/gemma-2-27b-it",11,102,"Latin","c d","c d d","j k","j k k","If c d changes to c d d, what does j k change to ?","j k k 
","j k k","j k k",1,0,"Gemma-2 27B","Gemma-2 27B_11","Gemma-2 27B",NA,NA
"190","google/gemma-2-27b-it",11,1001,"Latin","c d","c e","g h","g i","If c d changes to c e, what does g h change to ?","g i 
","g i","g i",1,0,"Gemma-2 27B","Gemma-2 27B_11","Gemma-2 27B",NA,NA
"191","google/gemma-2-27b-it",11,1002,"Latin","e f","e e g g","k l","k k m m","If e f changes to e e g g, what does k l change to ?","k k g g 
","k k g g","k k m m",0,2,"Gemma-2 27B","Gemma-2 27B_11","Gemma-2 27B",NA,NA
